職缺名稱,公司名稱,工作地點,薪資範圍,職缺連結,發布日期,截止日期,工作經歷,學歷要求,擅長工具,工作技能,工作內容,職務類別
【數據發展部】數據分析師-行銷,聯合報股份有限公司,新北市汐止區,未提供,https://www.104.com.tw/job/7d62g?jobsource=joblist_list,2025/03/03,,1年以上,大學,Python; MS SQL; Excel,未提供,"本職務主要協助部門管理多項數據發展部自主開發精準廣告產品，積極協助業務單位推進相關產品使用率，並參與新產品開發及升級。
職務說明：
1.	執行 Google及其他第三方廣告媒體操作，監控並優化廣告，以達預期效益。
2.	廣告成效分析、報表製作、數據追蹤、廣告費用控管、監控優化、製作結案報告。
3.	有效協助業務單位及客戶掌握數據發展部精準廣告產品，促進產品使用率。
4.	根據成效提供適當的廣告執行建議。
5.	與業務團隊合作：快速且有效率地解決商業問題。
6.	與數據團隊合作：確保每一個精準廣告投放環節與需求運營正常。
7.	其他主管交辦事項。

註：該職務，會依實際求職者之相關工作經歷議定薪資。",網站行銷企劃; 媒體公關／宣傳採買; 行銷企劃
統計數據分析師,香港商創金科技有限公司,台北市大同區,未提供,https://www.104.com.tw/job/865y5?jobsource=joblist_bact_n,2025/03/12,,2年以上,專科,R; Excel; PowerPoint; Word; Power BI​; SAS; SPSS,市場調查資料分析與報告撰寫; 統計軟體操作,"1、負責收集、整理和分析公司各類統計數據。
2、擅長利用統計工具生成報告和匯報。
3、定期監控數據質量，確保數據的準確性和完整性。
4、協助各部門的數據信息需求，提供數據支持和建議。
5、其他主管交辦事項。",統計精算人員; 財務分析／財務人員
〔金控〕數據分析師,台新金控_台新國際商業銀行股份有限公司,台北市大安區,未提供,https://www.104.com.tw/job/7efq7?jobsource=joblist_list,2025/03/10,,3年以上,大學,Python; MS SQL,專案溝通╱整合管理,"工作內容：
1.解讀金控與子公司業務單位商業痛點，透過數據分析技術產生洞察報告，協助單位解決問題
2.分析結構與非結構化資料，運用統計分析、機器學習技術，開發客戶行為特徵、客戶價值、產品需求度、風險評價等主題數據模型
3.持續研究AI技術，評估商用可行性

資格條件:
1.熟悉SQL、Python語法與資料科學套件操作，瞭解統計分析理論與機器學習演算法，並具備相關專案開發實務經驗
2.具備金融數據分析實務經驗者尤佳
3.熱衷AI技術學習與分享新技術知識



",統計精算人員; 數據分析師
AI數據分析師,儒鴻企業股份有限公司,新北市新莊區,未提供,https://www.104.com.tw/job/8jmxd?jobsource=joblist_list,2025/03/10,,2年以上,大學,Python; R; Tableau; Power BI​,未提供,"想了解更多在紡織成衣股王儒鴻工作的隱藏好處，歡迎收聽Podcast (職涯履行家｜S2EP102 企業揭秘) : https://reurl.cc/Y4NDaL
1. 數據收集與清理
2. 數據分析與模型建立
3. 資料視覺化與報告
4. 持續優化與模型監控
5. 跨部門合作",演算法工程師; 數據分析師
【資訊科技】大數據分析師,富邦人壽保險股份有限公司(總公司),台北市松山區,未提供,https://www.104.com.tw/job/7wee4?jobsource=joblist_list,2025/03/10,,2年以上,大學,未提供,未提供,"1.集團與跨部門數據專案執行
2.數位軌跡蒐集、分析與應用規劃
3.統計分析與模型的開發與維運
4.數據科學技術與應用發展趨勢研究
5.數據運用規劃，聚焦於商機運用、風險控管與行政作業效率等面向",數據分析師; 資料科學家
【台北市】數據分析師,趨勢民意調查股份有限公司,台北市信義區,"月薪35,000~50,000元",https://www.104.com.tw/job/3yujy?jobsource=joblist_bact_n,2025/03/09,,經歷不拘,大學,Excel; PowerPoint; Word; SAS; SPSS,提案與簡報技巧; 市場調查企劃與執行; 市場調查資料分析與報告撰寫,"1.專案規劃-企劃書撰寫、文獻蒐集、調查規劃設計等。
2.專案執行-問卷品質控管、調查監聽監看、調查進度控管等。
3.專案分析-調查資料彙整、檢誤、報表圖表繪製、報告撰寫、簡報製作、消費洞察、行為研究、輿情分析等。
",市場調查／市場分析; 統計學研究員
無擔徵審人員-數據分析師,台北富邦商業銀行股份有限公司,台北市中山區,"月薪40,000元以上",https://www.104.com.tw/job/8lndc?jobsource=joblist_bact_n,2025/01/20,,經歷不拘,大學,未提供,未提供,"◆職位目的：
信貸及信用卡產品之數據分析師

◆重要職責/工作內容：
1.熟悉個人金融商品，包含信用卡與信貸數據。
2.開發和維護數據抓取ODS或DB數據，實現數據自動化處理，負責數據抓取、整理、轉換和分析工作。
3.有效追蹤和監測成效，並支持系統規劃，以利計算考績SLA及年度預算。
4.定期及不定期製作營運報告，進行數據洞察，為管理層提供即時且準確的決策支持。
5.流程自動化，降低人工作業。
",銀行辦事員; 統計精算人員; 金融研究員
"智慧製造－AI科學家(影像, 大模型, 機器學習)/數據分析師（海外地區）",臻鼎科技股份有限公司,桃園市大園區,未提供,https://www.104.com.tw/job/7hng3?jobsource=joblist_bact_n,2025/03/10,,經歷不拘,大學,R; C++; Java; JavaScript; Python,未提供,"工作內容
1. 規劃並執行AI應用開發、數據分析。
2. 配合部門主管工作調度、分配。

技能要求：
1. 具備程式語言(Python/R/Javascript/C#/C++/Java等等...)開發/運維能力。
2. 熟悉以下其中一種技能
  - AI影像: 深度學習, computer vision, opencv, pytorch, tensorflow
  - AI知識: LLM大模型, NLP, RAG, Langchain, 向量資料庫, 知識圖譜
  - AI數據: 機器學習, scikit-learn, pytorch, tensorflow
  - 數據分析: 統計分析, 實驗設計DOE, 6sigma黑帶
3.願意學習新技術。
4.有較強的上進心、執行力、溝通能力、創新能力。
5.有智慧製造相關經驗者佳。
6.歡迎應屆畢業、學習意願強想跨領域的人才。

**該缺會長期出差海外地區，有興趣者可直接來電&來信詢問**",軟體工程師; 軟體專案主管; 系統分析師
數據分析師,希梅格傑西有限公司,台北市中山區,"月薪40,000~80,000元",https://www.104.com.tw/job/8n4az?jobsource=joblist_bact_n,2025/03/09,,經歷不拘,學歷不拘,Excel; PowerPoint; MySQL; Python,數值設計; 遊戲分析; 數據分析; 廣告效益評估; 資料庫軟體應用; 競品分析; 資料庫程式設計,"前言：
公司為新創公司，目前團隊規模為 8人，擁有成功製作並發行賺錢手機遊戲的經驗與方法。我們的目標是共同製作並發行具潛力的遊戲，並在此基礎上持續擴大團隊，開發更多元的遊戲類型。

工作內容與要求：
1. 精通統計學，能夠設計並分析 A/B 測試，優化遊戲與廣告成效
2. 精通數學與邏輯分析，能夠建構數據模型，預測用戶行為與 LTV。
3. 能夠以數據為核心驅動決策，並與產品、行銷、開發團隊協作，提出策略建議。
4. 能夠處理大量用戶行為數據並進行特徵提取
5. 具備統計學概念，能夠應用假設檢定、回歸分析等方法進行數據驗證
6. 能夠透過數據發掘問題，提出可行的 A/B 測試與優化方案。
7. 熟練或願意學習 SQL、Python、R 進行數據處理與分析

加分項目：
0. 具備創業與對遊戲產業的熱忱
1.  完整跑過一個專案的開發流程
2. 理解遊戲廣告投放的策略，能夠透過數據分析 創意素材表現（影片、圖片、標題），協助優化投放效果。
3. 熟練或願意學習遊戲分析相關，例如留存率（Retention）、LTV、CPI、eCPM 等指標分析。
4. 具備前後端開發能力
",資料科學家; 資料工程師; 數據分析師
微風數位時代-數據分析師,微風廣場實業股份有限公司,台北市信義區,未提供,https://www.104.com.tw/job/8gld3?jobsource=joblist_bact_n,2025/03/10,,2年以上,大學,ANSI SQL; Google Analytics; Google Data Studio; Power BI​,數據分析,"1.依需求產製各式數據分析報表。
2.協同軟體開發團隊維護Microsoft D365/Power BI。
3.協同軟體開發團隊導入各式數據工具，以彙整線上線下數據。
4.依各式軟體開發專案之內容提供數據落地之建議，並追蹤落實。
",數據分析師
數據分析師,華南商業銀行股份有限公司,台北市信義區,"月薪40,000元以上",https://www.104.com.tw/job/7o6ym?jobsource=joblist_list,2025/01/24,,2年以上,大學,Python; MS SQL,建立統計精算模型; 市場調查資料分析與報告撰寫; 統計軟體操作; 資料庫程式設計; 資料庫軟體應用,"1. 協助銀行業務建構數據驅動的商業解決方案。
2. 協助全行數位、數據轉型，規劃端到端的數據應用解決方案。
3. 協助建置分析或預測模型，投入精準行銷或風險控制等應用。
4. 協助機器學習、深度學習或統計分析模型專案開發。",演算法工程師; 市場調查／市場分析
數位科技處-數據分析師,永豐商業銀行股份有限公司,台北市中山區,未提供,https://www.104.com.tw/job/87uwg?jobsource=joblist_bact_n,2025/03/10,,2年以上,大學,Python; MS SQL; MySQL; Tableau; Power BI​,未提供,"1. 分析業務需求，撰寫規格文件，提出報表開發流程解決方案。
2. 監管視覺化數據分析平台，設計儀表板報表。
3. 運用內外部資料庫進行各類商業分析，提供數據做為決策支援。",數據分析師; 其他資訊專業人員
EIS| 數據分析師(金融),殷富資訊股份有限公司,台北市松山區,未提供,https://www.104.com.tw/job/8cjds?jobsource=joblist_bact_n,2025/03/10,,3年以上,專科,Microsoft Azure; AWS,數據分析; 資料庫軟體應用,"▍工作內容： 
1. 設計並開發數據處理工具與自動化流程，提升數據分析效率。 
2. 結合數據分析與技術開發能力，建立金融數據儲存和分析數據架構。
3. 分析與處理大量金融相關數據，規劃生成式AI平台的模型訓練與優化。 
4. 與產品、數據科學及業務團隊合作，確保生成式 AI 平台滿足金融行業需求

▍加分條件： 
1. 熟悉Gitlab, Jenkins, CI持續集成/CD持續部署 
2. 熟悉雲端平台（例如 Azure、AWS、GCP），擁有雲端部署經驗 
3. 大數據相關經驗（例如 Airflow、Hadoop、Kafka、Apache Spark、Cassandra 等） 
4. 受過ML/DL 之訓練或具備實際建置模型的經驗
5. 了解生成式AI與RAG基礎知識與技術或實際開發經驗 
6. 系統設計和文件撰寫。 
7. 與前端工程師協調開發所需之REST API",系統分析師; 數據分析師; 資料工程師
DA 遊戲數據分析師,神來也麻將_慧邦科技股份有限公司,台北市中正區,未提供,https://www.104.com.tw/job/48wpc?jobsource=joblist_bact_n,2025/03/10,,經歷不拘,大學,Python; R; SPSS,未提供,"1.使用遊戲數據庫進行診斷和探索分析
2.問卷設計、市場調查與焦點團體訪談
3.根據營運需求建構預測模型
4.改善數據偵測流程以降低資料侷限並提高使用效率

★想要更加了解慧邦科技嗎？歡迎到gamesofa careers看看！
https://www.facebook.com/GamesofaCareers/",市場調查／市場分析; 統計學研究員
